,indice,Id_producto,title,family_id,brand,origin,season,color,hexadecimal,top_type,adventurous,weather,print,style,fit,application,Nivel
1460,1460,30c27691-be8f-4745-bc5f-551c6ddd25fd,Vmsasigail Jacket blazer ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND102,MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,classic,straight,work,3
1461,1461,7999fbb9-7dd7-4cfa-ad45-820810a5cd1f,Onlmissuri Pant ankle,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND119,MAINSTREAM,9,khaki,666633,,3,cold_season,smooth,casual,tight,freetime,1
1462,1462,016c8e92-c49a-4619-95ef-2b4c8aaf338a,Viril Cardigan noos,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND55,MAINSTREAM,9,gray_light,D3D3D3,cardigan,2,cold_season,smooth,boho,straight,freetime,2
1463,1463,37749629-4872-4928-9089-a7bf6d662bc2,Viril Sweater neck,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND55,MAINSTREAM,9,blue_klein,0000FF,sweaters,2,cold,smooth,classic,straight,freetime,2
1464,1464,016c8e92-c49a-4619-95ef-2b4c8aaf338a,Viril Cardigan noos,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND55,MAINSTREAM,9,black,000000,cardigan,2,cold_season,smooth,boho,straight,freetime,2
1465,1465,a266298f-e897-4560-b689-0e498da69967,Flowers Shirt ycoo ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND25,WHOLE_SALE,9,blue_dark,00008b,shirt,2,cold_season,floral,boho,straight,work,2
1466,1466,80029818-7872-41c2-822e-91f4706d7c49,Viprime Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND55,MAINSTREAM,9,black,000000,,2,warm,smooth,classic,loose,freetime,1
1467,1467,5d94af1a-52ca-454f-b9cd-90a4dad8944d,Bymalea Sweater crew,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND76,MAINSTREAM,9,salmon,F29985,sweaters,2,cold_season,smooth,casual,straight,freetime,2
1468,1468,f02d0133-3575-4138-bbc4-07b486248798,Ihalpa Cardigan aqua ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND89,MAINSTREAM,9,brown_light,A57E62,cardigan,1,cold_season,smooth,minimal,loose,freetime,2
1469,1469,73a8abee-00b2-4b3d-a7a9-ffadfc51ee90,Pcdelly Jeans noos ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND142,MAINSTREAM,9,black,000000,,1,warm_season,smooth,boho,tight,freetime,1
1470,1470,1c90c1d6-7383-4c0b-82f0-fc0b91b3e45e,Martin Shirt bohck,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND97,OWN_PRODUCTION,9,black,000000,shirt,3,cold_season,animal_print,boho,straight,freetime,2
1471,1471,f88c328d-131a-43d5-8706-c7d9adf50e40,Live Shirt look ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND121,NO_MAINSTREAM,9,khaki,666633,shirt,2,cold_season,smooth,boho,straight,freetime,2
1472,1472,6d65c2b2-854c-436f-9a74-52680c24457a,Onllia Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,blue_dark,00008b,sweaters,2,cold,horizontal_stripes,street,straight,freetime,2
1473,1473,fe2e7eff-806f-4d01-9154-053098a2eb9c,Plain Skirt ella ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND135,WHOLE_SALE,9,blue_dark,00008b,,2,warm_season,smooth,classic,tight,work,1
1474,1474,fe2e7eff-806f-4d01-9154-053098a2eb9c,Plain Skirt ella ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND135,WHOLE_SALE,9,black,000000,,2,warm_season,smooth,classic,tight,work,1
1475,1475,5270986e-02db-4dce-8936-44fc505ac2ce,Vibes Tshirt summ ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND29,WHOLE_SALE,9,blue_dark,00008b,t-shirts,2,warm,smooth,casual,straight,freetime,2
1476,1476,fb52db80-5789-47cc-b504-232ea94ce4f1,Neola Skirt twill ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND111,NO_MAINSTREAM,9,black,000000,,2,warm_season,smooth,boho,straight,work,1
1477,1477,92fc6853-50ab-4bda-ab2e-5a60d1e00a43,Vmlina Tshirt vback ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND102,MAINSTREAM,9,black,000000,sweaters,2,warm_season,smooth,minimal,loose,work,2
1478,1478,e24837e6-70a2-4b89-910d-8b7a677d6306,Ihkate Pant sky,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND89,MAINSTREAM,9,white,FFFFFF,,3,warm_season,smooth,classic,straight,freetime,1
1479,1479,7db42df8-6cbb-489e-861d-95bfa68d7f84,Vibista Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND55,MAINSTREAM,9,blue,000081,,2,warm_season,smooth,classic,straight,freetime,1
1480,1480,72d43a8a-cc38-41b5-9f2d-4d7f1ecfb18f,Scmaric Tshirt off,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND66,MAINSTREAM,9,ecru,ECE9D6,t-shirts,2,warm,smooth,casual,loose,freetime,2
1481,1481,345ee206-cd04-4ebc-8200-5b05600dcf31,Bristol Bag crochet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,coral,E65A5B,,2,warm,smooth,boho,,freetime,3
1482,1482,345ee206-cd04-4ebc-8200-5b05600dcf31,Bristol Bag crochet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,black,000000,,2,warm,smooth,boho,,freetime,3
1483,1483,345ee206-cd04-4ebc-8200-5b05600dcf31,Bristol Bag crochet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,garnet,800000,,2,warm,smooth,boho,,freetime,3
1484,1484,989601f9-401b-4391-9b20-3a9c64bd47dc,Onllauren Pant denim ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND119,MAINSTREAM,9,khaki,666633,,2,warm,smooth,classic,loose,work,1
1485,1485,e4155708-06e9-4260-95fb-1d747e892054,Crossbody Bag suede ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND54,MAINSTREAM,9,brown,462C0E,,2,warm,smooth,boho,,work,3
1486,1486,c78a35dd-b6b3-4ee5-bc9c-efeb8b82e9c8,Ihma Sweater nice,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND89,MAINSTREAM,9,grey,808080,sweaters,1,cold_season,smooth,classic,loose,work,2
1487,1487,4c9f44b6-71b0-4243-9fda-6a4fbe7e798a,Liren Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,black,000000,tops,2,warm,smooth,classic,straight,work,2
1488,1488,389c5a9e-1b46-4b0d-8d27-788408c2c23c,Vmbrianna Cardigan boo ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND102,MAINSTREAM,9,grey_dark,5F5E5E,cardigan,2,cold_season,smooth,casual,loose,freetime,2
1489,1489,053c3bba-1af1-48d1-b224-d387d0d19985,Callie Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,garnet,800000,,3,cold,smooth,boho,,freetime,3
1490,1490,7789acc6-f942-4e3b-a3a0-d7fd4c2af4d9,Onltia Jacket life,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND119,MAINSTREAM,9,black,000000,,2,warm_season,smooth,street,tight,freetime,3
1491,1491,07e2cedc-f2ab-468a-b2a6-50c4bbd3b8d4,Roches Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,ecru,ECE9D6,,2,warm_season,horizontal_stripes,boho,,work,3
1492,1492,07e2cedc-f2ab-468a-b2a6-50c4bbd3b8d4,Roches Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,grey_blue,768597,,2,warm_season,horizontal_stripes,boho,,work,3
1493,1493,4fe181bb-9907-40ee-929e-77f28ca4575e,Shine Top jcz ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND60,WHOLE_SALE,9,green_dark,164A0A,t-shirts,2,warm,smooth,night,straight,freetime,2
1494,1494,145105bb-dfb2-404b-959d-4d50e378896b,Buttons Sweatshirt colors ,3087da56-5a27-4e58-aea7-1555c640f232,BRAND60,WHOLE_SALE,9,blue_dark,00008b,hoodies,2,cold_season,smooth,classic,straight,freetime,2
1495,1495,7e3ae6eb-07ee-4970-ad9e-72e326a76899,Celes Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,aubergine,614051,,2,cold,smooth,boho,,freetime,3
1496,1496,8993897e-12bc-4dde-b7d4-c1348dd2817d,Sina Jacket bomb ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND135,WHOLE_SALE,9,blue_dark,00008b,,3,warm_season,tropical,street,loose,freetime,3
1497,1497,1599de13-159a-4477-8b59-d1c7d819c328,Candy Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,garnet,800000,,2,cold,smooth,casual,,freetime,3
1498,1498,3824f7c4-2e6b-4538-af4c-00ca78b25920,Clarise Bag bohck,882ecdf8-325d-4826-a066-1b263e438f09,BRAND97,OWN_PRODUCTION,9,black,000000,,3,cold,animal_print,boho,,freetime,3
1499,1499,85f5f4a4-3559-4e0a-86cd-2cd1400bb9c3,Violina Pant chino ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND55,MAINSTREAM,9,green_light,BBE2AD,,2,cold_season,smooth,classic,straight,working_girl,1
1500,1500,4fe181bb-9907-40ee-929e-77f28ca4575e,Shine Top jcz ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND60,WHOLE_SALE,9,rust,B94600,t-shirts,2,warm,smooth,night,straight,freetime,2
1501,1501,145105bb-dfb2-404b-959d-4d50e378896b,Buttons Sweatshirt colors ,3087da56-5a27-4e58-aea7-1555c640f232,BRAND60,WHOLE_SALE,9,rust,B94600,hoodies,2,cold_season,smooth,classic,straight,freetime,2
1502,1502,b186805b-6d35-494f-a47b-a0f9dd416f5a,Objzoe Tshirt vneck ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND101,NO_MAINSTREAM,9,black,000000,tops,2,warm_season,smooth,classic,straight,work,2
1503,1503,925e88dd-f536-4663-b1ab-2f7a0dbeb64a,Scgaga Shirt combi,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND66,MAINSTREAM,9,grey_dark,5F5E5E,shirt,3,warm_season,tie_dye,boho,straight,freetime,2
1504,1504,fb47465d-6dfa-45f2-b1b9-52cc540cabdc,Pcdelly Jeans noos ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND142,MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,street,tight,freetime,1
1505,1505,a5e655d2-bb69-4dfe-8ed5-a79613b76bd1,Constelly Top closet,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND167,OWN_PRODUCTION,9,blue_dark,00008b,blouse,2,warm_season,printed,boho,loose,freetime,2
1506,1506,c6e789a7-5b92-40d7-bc41-2ce5cdc47e27,Byrexima Tshirt oneck ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND76,MAINSTREAM,9,ecru,ECE9D6,t-shirts,1,warm,smooth,casual,straight,freetime,2
1507,1507,207d3543-a8d7-4751-a311-ac6d639deccb,Onlskylar Sweater knt ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,blue_dark,00008b,sweaters,3,warm_season,smooth,night,loose,night,2
1508,1508,f8f2a0f9-3a06-47e6-964a-3f338ded080a,Tula Jeans plus ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND19,MAINSTREAM,9,black,000000,,2,warm_season,smooth,street,tight,work,1
1509,1509,f580b7a8-b5c9-4f94-ac09-65f8dc7e1c8f,Blocked Sweater stripe ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND134,MAINSTREAM,9,garnet,800000,sweaters,2,cold_season,horizontal_stripes,classic,straight,freetime,2
1510,1510,a7f83b7e-318e-4f10-aef8-454dc5d70d52,Pola Top garden ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND60,WHOLE_SALE,9,black,000000,tops,2,warm_season,floral,street,straight,freetime,2
1511,1511,3927b576-dfda-49f9-966b-3ee29adb49a2,Saint Top singlet,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND152,NO_MAINSTREAM,9,garnet,800000,tops,2,warm,smooth,classic,straight,night,2
1512,1512,7616e4aa-1514-41a7-b403-bb6269b1de50,Lola Jacket film ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND31,OWN_PRODUCTION,9,blue_dark,00008b,,3,cold_season,floral,street,loose,freetime,3
1513,1513,79d714de-fad0-47d0-94b0-a77b54f7b263,Flux Jacket verte ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND49,WHOLE_SALE,9,purple,5C2F83,,4,cold_season,smooth,night,tight,night,3
1514,1514,8613849d-04db-41e9-b72e-8a6ea5979cac,Basic Shirt colors ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND15,WHOLE_SALE,9,black,000000,shirt,2,cold_season,smooth,classic,straight,work,2
1515,1515,8613849d-04db-41e9-b72e-8a6ea5979cac,Basic Shirt colors ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND15,WHOLE_SALE,9,green_dark,164A0A,shirt,2,cold_season,smooth,classic,straight,work,2
1516,1516,ab9c786f-5758-4782-9e03-4b6b73115d14,Objzonja Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND101,NO_MAINSTREAM,9,camel,C19A6B,sweaters,3,cold_season,smooth,boho,loose,freetime,2
1517,1517,97778f6d-06bd-417a-b2d6-736a2cdb860a,Lity Jeans anna ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND45,WHOLE_SALE,9,black,000000,,2,warm_season,smooth,classic,tight,freetime,1
1518,1518,5e817d6b-5799-4526-881e-3db92dd52bfc,Onlfbryn Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,pink,FFC0CB,sweaters,2,cold,smooth,boho,loose,freetime,2
1519,1519,5e1ea39c-17b4-4b9b-bbba-8baf73529d8b,Agave Tshirt mila ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND12,NO_MAINSTREAM,9,black,000000,t-shirts,2,warm,smooth,boho,straight,work,2
1520,1520,0a56a571-1c34-4e06-b178-9cb1badbd035,Aster Top blue ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND73,WHOLE_SALE,9,blue_dark,00008b,tops,2,warm,smooth,classic,straight,work,2
1521,1521,1a42709b-e442-4523-af0d-237d04aaacd9,Amelot Jacket mila ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND12,NO_MAINSTREAM,9,black,000000,,2,warm_season,smooth,street,loose,work,1
1522,1522,caaa6216-8a6e-4f88-a1b0-8de7263c1575,Leelogo Tshirt basic ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND138,PREMIUM,9,pink,FFC0CB,t-shirts,2,warm_season,smooth,casual,straight,freetime,2
1523,1523,258fc800-7755-4fee-b187-fca98950b894,Lavender Jacket bomber,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND15,WHOLE_SALE,9,blue_dark,00008b,,3,warm_season,floral,boho,loose,freetime,3
1524,1524,c6ddcb19-a2e7-4285-a19b-cd381964174d,Lallo Jacket film ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND31,OWN_PRODUCTION,9,ecru,ECE9D6,,2,warm_season,sheets,street,loose,freetime,3
1525,1525,38c2213d-fbe7-474b-a5c4-87d0b35ce95e,Stripes Shirt office ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND129,WHOLE_SALE,9,blue,000081,shirt,2,cold_season,vertical_stripes,classic,straight,work,2
1526,1526,24eef5fd-5f2a-42fe-8aba-f9dbc3cee576,Vmhot Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND102,MAINSTREAM,9,black,000000,,2,warm_season,smooth,street,straight,freetime,3
1527,1527,24eef5fd-5f2a-42fe-8aba-f9dbc3cee576,Vmhot Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND102,MAINSTREAM,9,blue_light,87CEFA,,2,warm_season,smooth,street,straight,freetime,3
1528,1528,06b8e215-5644-4218-9fdb-09162aa1b9e2,Selma Skirt majo ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND91,WHOLE_SALE,9,black,000000,,3,warm_season,floral,boho,loose,freetime,1
1529,1529,dcedbab1-0eaf-49db-8ce3-195652a05122,Mila Sweater round ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND152,NO_MAINSTREAM,9,yellow,FFFF00,sweaters,2,cold,smooth,minimal,loose,work,2
1530,1530,4fe181bb-9907-40ee-929e-77f28ca4575e,Shine Top jcz ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND60,WHOLE_SALE,9,white,FFFFFF,t-shirts,2,warm,smooth,night,straight,freetime,2
1531,1531,e126db78-a5e7-4ba7-a42f-ab1e65e0fc06,Minidots Shirt buttons ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND58,WHOLE_SALE,9,camel,C19A6B,blouse,2,warm_season,polka_dot,boho,straight,work,2
1532,1532,8850addf-cc6d-4098-8490-f4856156091b,Vmlina Tshirt vneck ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND102,MAINSTREAM,9,blue_dark,00008b,sweaters,2,warm_season,smooth,classic,straight,work,2
1533,1533,8850addf-cc6d-4098-8490-f4856156091b,Vmlina Tshirt vneck ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND102,MAINSTREAM,9,mint,c4ddce,sweaters,2,warm_season,smooth,classic,straight,work,2
1534,1534,269f91d6-6551-484a-a62f-45172980003b,Nanni Pant ankle,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND131,MAINSTREAM,9,khaki,666633,,3,warm_season,smooth,street,straight,freetime,1
1535,1535,92fc6853-50ab-4bda-ab2e-5a60d1e00a43,Vmlina Tshirt vback ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND102,MAINSTREAM,9,blue_dark,00008b,sweaters,2,warm_season,smooth,minimal,loose,work,2
1536,1536,05ac5eeb-c992-4606-b4e1-d31ec2df5501,Carwilly Jeans skinny ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND39,MAINSTREAM,9,blue,000081,,3,cold_season,smooth,street,tight,freetime,1
1537,1537,07bc3e6d-20ee-41d3-89e7-e95f2c15204b,Ambar Dress ycoo ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND25,WHOLE_SALE,9,green,008000,,2,cold_season,floral,boho,loose,freetime,1
1538,1538,30b0fdf3-63b5-4936-9be7-f8acb03f873b,Lyanna Skirt moss ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND103,NO_MAINSTREAM,9,blue,000081,,2,warm_season,smooth,boho,loose,work,1
1539,1539,7523a906-edb8-49ff-8262-a9888680a3e7,Anwick Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,ochre,b3832e,,2,warm_season,tropical,street,,work,3
1540,1540,1d1df372-69e6-42a1-898f-3726d60f88da,Mia Skirt denim ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND151,NO_MAINSTREAM,9,blue,000081,,2,warm_season,smooth,classic,tight,freetime,1
1541,1541,01d0f9c5-db6c-47fd-97ea-5bcf38c60870,Objskinny Jeans noos ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND101,NO_MAINSTREAM,9,white,FFFFFF,,2,warm_season,smooth,boho,tight,work,1
1542,1542,8613eb69-06d6-4d7f-ae34-5ff3cb3cd858,Onsuzana Pullover knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,black,000000,sweaters,3,cold_season,horizontal_stripes,classic,straight,work,2
1543,1543,8780d58a-9535-4a6e-998c-696b4f765111,Femme Sweater mohair ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,beige,DFC8B2,sweaters,2,cold,smooth,casual,loose,freetime,2
1544,1544,fc958f65-d737-4353-91c4-85e917e7e5c9,Nmnathalie Playsuit belt ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND40,NO_MAINSTREAM,9,black,000000,,3,warm,smooth,street,loose,freetime,1
1545,1545,1cb60a6b-ddf3-4012-bea4-368176abadd6,Mejh Top lace,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND31,OWN_PRODUCTION,9,black,000000,tops,3,warm,smooth,classic,straight,night,2
1546,1546,d8280699-9881-44f1-b65a-e6bdb831e4bd,Objdaisy Sweater patina ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND103,NO_MAINSTREAM,9,ecru,ECE9D6,sweaters,2,cold_season,smooth,boho,straight,freetime,2
1547,1547,9f3acaac-17b3-43a4-ae09-1677293d8ace,Kentucky Shirt melange ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND151,NO_MAINSTREAM,9,blue,000081,shirt,2,warm_season,smooth,casual,straight,work,2
1548,1548,3e27c6eb-2824-4ae1-ac6a-73f3cb569cd4,Noelia Bag bestini ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND126,WHOLE_SALE,9,brown,462C0E,,2,warm_season,smooth,boho,,freetime,3
1549,1549,6d65c2b2-854c-436f-9a74-52680c24457a,Onllia Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,black,000000,sweaters,2,cold,horizontal_stripes,street,straight,freetime,2
1550,1550,cd3494dd-80b4-4e5b-9033-c4ed568861e0,Nottine Scarf nude ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND133,OWN_PRODUCTION,9,blue_petrol,153668,,2,cold_season,printed,street,,work,3
1551,1551,b513b759-7584-4a32-8e7a-258d5b33575b,Objchrissa Jacket twill ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND101,NO_MAINSTREAM,9,brown,462C0E,,2,warm_season,smooth,boho,straight,freetime,3
1552,1552,510530e3-0161-4c72-87f1-743b4107e873,Ihkate Dress vneck ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND89,MAINSTREAM,9,crimson,D84936,,2,warm_season,smooth,classic,tight,work,1
1553,1553,38d2a22c-8067-49ab-ab13-9b828856d726,Coup Sweater soft,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND70,NO_MAINSTREAM,9,blue_dark,00008b,cardigan,2,cold_season,horizontal_stripes,classic,tight,work,2
1554,1554,590b83d7-8815-4a39-a6b6-1ce5f83a8278,Buttons Sweater peak ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND25,WHOLE_SALE,9,green,008000,sweaters,2,cold_season,two_tone,boho,straight,freetime,2
1555,1555,9b452903-fb3d-4be1-a6b2-6d2e302ca955,Ihastik Jakect denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND89,MAINSTREAM,9,blue_dark,00008b,,3,cold_season,smooth,minimal,straight,work,3
1556,1556,e305f1ec-108f-41fc-9218-7d043f69c601,Jers Cardigan zeze ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND74,MAINSTREAM,9,gray_light,D3D3D3,cardigan,1,cold_season,smooth,minimal,straight,freetime,2
1557,1557,f70e931e-fa6e-4522-afce-2acfe6bd0148,Vmsandi Jacket coated ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND102,MAINSTREAM,9,beige,DFC8B2,,3,cold_season,smooth,street,straight,freetime,3
1558,1558,4e495c38-e23a-4c64-95f6-568009cf2d8b,Shape Pant twill,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND74,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,classic,tight,freetime,1
1559,1559,a2f1aa36-6a3a-4394-ad9e-148227dc89c6,Zubasic Sweater hedge ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND35,MAINSTREAM,9,khaki,666633,sweaters,2,cold,smooth,classic,loose,work,2
1560,1560,5a963441-f583-4131-914f-2ecf0983a31f,Pckarie Tshirt noos ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND142,MAINSTREAM,9,ecru,ECE9D6,sweaters,3,cold,smooth,boho,loose,freetime,2
1561,1561,64334c2b-503b-463a-a82d-aca96e9e231d,Lurex Scarf gold ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND143,OWN_PRODUCTION,9,blue_dark,00008b,,2,warm_season,smooth,boho,,freetime,3
1562,1562,b56d7276-1c0b-45f8-8c2f-34d3b3fee57f,Leeds Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,grey_blue,768597,,2,warm_season,floral,boho,,work,3
1563,1563,1ff9def6-fae9-4a66-9de6-49ab7f9da10f,Bodiam Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,mint,c4ddce,,2,warm_season,printed,boho,,work,3
1564,1564,8da9d2d5-7531-4849-8623-d177b7c12261,Warwick Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,ochre,b3832e,,2,warm_season,sheets,street,,work,3
1565,1565,c3dd4e6a-3c7c-455a-bee1-432c9a6b3a97,Liverpool Pant grette ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND32,OWN_PRODUCTION,9,brown,462C0E,,3,cold_season,smooth,boho,tight,freetime,1
1566,1566,c3dd4e6a-3c7c-455a-bee1-432c9a6b3a97,Liverpool Pant grette ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND32,OWN_PRODUCTION,9,grey_dark,5F5E5E,,3,cold_season,smooth,boho,tight,freetime,1
1567,1567,3891e6d1-d864-4c15-9b4e-8581125dcb4a,Lola Pant jean ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND150,MAINSTREAM,9,black,000000,,2,warm_season,smooth,street,tight,freetime,1
1568,1568,c70a703e-dc16-4ac4-8c14-fbba5660bcb1,Gumm Pant place ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND84,WHOLE_SALE,9,black,000000,,3,warm_season,smooth,street,tight,freetime,1
1569,1569,7c0cb32f-0bc9-458a-8f54-216083832d71,Onlvenice Cardigan knt ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND119,MAINSTREAM,9,blue_light,87CEFA,cardigan,1,cold_season,smooth,classic,tight,working_girl,2
1570,1570,cce8aa82-edd2-4222-b82a-a59572724b7f,Lolis Shirt ycoo ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND25,WHOLE_SALE,9,blue_dark,00008b,shirt,3,cold_season,floral,boho,straight,working_girl,2
1571,1571,179ada61-fd19-43f6-91ca-625bf47c9f60,Agathe Skirt mila ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND12,NO_MAINSTREAM,9,blue_dark,00008b,,3,warm_season,floral,boho,loose,freetime,1
1572,1572,cce8aa82-edd2-4222-b82a-a59572724b7f,Lolis Shirt ycoo ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND25,WHOLE_SALE,9,green_dark,164A0A,shirt,3,cold_season,floral,boho,straight,working_girl,2
